timestamp,source_id,frame_number,car_count,motorcycle_count,truck_count,bus_count,total_count,confidence_score,processing_time_ms,traffic_signal_status,traffic_density_status,green_time_seconds
2025-11-02T21:26:48.846748,cam_4_v4,25,0,0,0,0,0,0.0,1574.7191905975342,RED,LOW,0
2025-11-02T21:26:49.287188,cam_3_v3,25,21,2,0,0,23,0.7878879904747009,1425.9953498840332,RED,HIGH,0
2025-11-02T21:26:50.196178,cam_1_v1,25,3,0,0,0,3,0.6025247573852539,2032.6330661773682,RED,LOW,0
2025-11-02T21:26:50.578647,cam_2_v2,25,4,1,0,2,7,0.7420467734336853,2051.1841773986816,GREEN,MEDIUM,30
2025-11-02T21:26:50.675083,cam_4_v4,26,0,0,0,0,0,0.0,1736.4156246185303,RED,LOW,0
2025-11-02T21:26:50.749905,cam_3_v3,26,20,2,0,0,22,0.8027411103248596,1084.9409103393555,RED,HIGH,0
2025-11-02T21:26:50.905249,cam_1_v1,26,4,0,0,0,4,0.7167298197746277,593.4464931488037,RED,LOW,0
2025-11-02T21:26:50.979666,cam_2_v2,26,5,1,0,2,8,0.8028383255004883,344.5134162902832,GREEN,MEDIUM,30
2025-11-02T21:26:51.070663,cam_4_v4,27,1,0,0,0,1,0.268856406211853,332.9131603240967,RED,LOW,0
2025-11-02T21:26:51.141387,cam_3_v3,27,21,2,0,0,23,0.7897968888282776,302.5820255279541,RED,HIGH,0
2025-11-02T21:26:51.271180,cam_1_v1,27,4,0,0,0,4,0.7122965455055237,311.66529655456543,RED,LOW,0
2025-11-02T21:26:51.377602,cam_2_v2,27,5,1,0,2,8,0.8683265447616577,343.4736728668213,GREEN,MEDIUM,30
2025-11-02T21:26:51.470418,cam_4_v4,28,0,0,0,0,0,0.0,346.9853401184082,RED,LOW,0
2025-11-02T21:26:51.545282,cam_3_v3,28,20,2,0,0,22,0.8195981383323669,312.43205070495605,RED,HIGH,0
2025-11-02T21:26:51.686590,cam_1_v1,28,6,0,0,0,6,0.6473494172096252,354.8705577850342,RED,MEDIUM,0
2025-11-02T21:26:51.796090,cam_2_v2,28,7,1,0,2,10,0.7590752840042114,345.8240032196045,GREEN,MEDIUM,30
2025-11-02T21:26:51.891424,cam_4_v4,29,0,0,0,0,0,0.0,370.4569339752197,RED,LOW,0
2025-11-02T21:26:51.961920,cam_3_v3,29,23,2,0,0,25,0.7649884819984436,325.81400871276855,RED,HIGH,0
2025-11-02T21:26:52.103434,cam_1_v1,29,8,0,0,0,8,0.5352739691734314,323.62866401672363,RED,MEDIUM,0
2025-11-02T21:26:52.220099,cam_2_v2,29,6,1,0,2,9,0.8079575300216675,365.4954433441162,GREEN,MEDIUM,30
2025-11-02T21:26:52.347499,cam_4_v4,30,1,0,0,0,1,0.28628963232040405,399.7151851654053,RED,LOW,0
2025-11-02T21:26:52.416438,cam_3_v3,30,21,2,0,0,23,0.8204593658447266,361.71913146972656,RED,HIGH,0
2025-11-02T21:26:52.632697,cam_1_v1,30,7,0,0,0,7,0.6290082335472107,466.5546417236328,RED,MEDIUM,0
2025-11-02T21:26:52.830895,cam_2_v2,30,7,1,0,2,10,0.7817920446395874,556.0581684112549,GREEN,MEDIUM,30
2025-11-02T21:26:53.030065,cam_4_v4,31,0,0,0,0,0,0.0,623.7602233886719,RED,LOW,0
2025-11-02T21:26:53.127383,cam_3_v3,31,21,2,0,0,23,0.8062612414360046,613.797664642334,RED,HIGH,0
2025-11-02T21:26:53.392074,cam_1_v1,31,6,0,0,0,6,0.6162274479866028,706.641435623169,RED,MEDIUM,0
2025-11-02T21:26:53.563529,cam_2_v2,31,6,1,0,2,9,0.8082229495048523,683.8657855987549,GREEN,MEDIUM,30
2025-11-02T21:26:53.715568,cam_4_v4,32,0,0,0,0,0,0.0,631.2534809112549,RED,LOW,0
