timestamp,source_id,frame_number,car_count,motorcycle_count,truck_count,bus_count,total_count,confidence_score,processing_time_ms,traffic_signal_status,traffic_density_status,green_time_seconds
2025-11-02T19:40:48.087600,cam_1_video1,94,37,1,0,1,39,0.6331360340118408,494.0207004547119,RED,HIGH,0
2025-11-02T19:40:48.341075,cam_2_video2,94,1,0,0,0,1,0.5386026501655579,521.7082500457764,GREEN,LOW,30
2025-11-02T19:40:48.655445,cam_1_video1,95,35,1,0,0,36,0.6494050621986389,496.1862564086914,RED,HIGH,0
2025-11-02T19:40:48.932195,cam_2_video2,95,1,0,0,0,1,0.3315819501876831,511.049747467041,GREEN,LOW,30
2025-11-02T19:40:49.267710,cam_1_video1,96,34,2,0,0,36,0.6542365550994873,532.0534706115723,RED,HIGH,0
2025-11-02T19:40:49.532201,cam_2_video2,96,1,0,0,0,1,0.39561110734939575,519.355058670044,GREEN,LOW,30
2025-11-02T19:40:49.834293,cam_1_video1,97,27,2,0,0,29,0.6705977916717529,490.7834529876709,GREEN,HIGH,30
2025-11-02T19:40:50.118643,cam_2_video2,97,0,0,0,0,0,0.0,508.7113380432129,RED,LOW,0
2025-11-02T19:40:50.389802,cam_1_video1,98,27,1,0,0,28,0.683885931968689,479.1452884674072,GREEN,HIGH,30
2025-11-02T19:40:50.635644,cam_2_video2,98,1,0,0,0,1,0.4992326498031616,436.51628494262695,RED,LOW,0
2025-11-02T19:40:50.925618,cam_1_video1,99,29,1,0,0,30,0.6454988718032837,456.9404125213623,GREEN,HIGH,30
2025-11-02T19:40:51.188924,cam_2_video2,99,1,0,0,0,1,0.5033474564552307,479.27093505859375,RED,LOW,0
2025-11-02T19:40:51.534658,cam_1_video1,100,30,2,0,0,32,0.6127220392227173,531.137228012085,GREEN,HIGH,30
2025-11-02T19:40:51.874599,cam_2_video2,100,1,0,0,0,1,0.4804571270942688,612.8208637237549,RED,LOW,0
2025-11-02T19:40:52.184556,cam_1_video1,101,32,1,0,0,33,0.6040253639221191,569.5371627807617,GREEN,HIGH,30
2025-11-02T19:40:52.480498,cam_2_video2,101,2,0,0,0,2,0.5668781995773315,529.4103622436523,RED,LOW,0
2025-11-02T19:40:52.774181,cam_1_video1,102,29,0,0,1,30,0.6837562918663025,505.1465034484863,GREEN,HIGH,30
2025-11-02T19:40:53.015457,cam_2_video2,102,1,0,0,0,1,0.5330908894538879,462.88585662841797,RED,LOW,0
