timestamp,source_id,frame_number,car_count,motorcycle_count,truck_count,bus_count,total_count,confidence_score,processing_time_ms,traffic_signal_status,traffic_density_status,green_time_seconds
2025-11-02T19:39:52.112670,cam_1_video1,0,26,1,0,3,30,0.6704539060592651,1938.4050369262695,GREEN,HIGH,30
2025-11-02T19:39:52.790649,cam_2_video2,0,0,0,0,0,0,0.0,2325.7410526275635,RED,LOW,0
2025-11-02T19:39:53.354908,cam_1_video1,1,25,1,0,2,28,0.689533531665802,1059.1504573822021,GREEN,HIGH,30
2025-11-02T19:39:53.596082,cam_2_video2,1,0,0,0,0,0,0.0,667.4454212188721,RED,LOW,0
2025-11-02T19:39:53.876391,cam_1_video1,2,26,3,0,2,31,0.6634622812271118,441.27964973449707,GREEN,HIGH,30
2025-11-02T19:39:54.128808,cam_2_video2,2,0,0,0,0,0,0.0,459.56969261169434,RED,LOW,0
2025-11-02T19:39:54.435602,cam_1_video1,3,28,2,0,3,33,0.630630612373352,463.6507034301758,GREEN,HIGH,30
2025-11-02T19:39:54.683296,cam_2_video2,3,0,0,0,0,0,0.0,479.5417785644531,RED,LOW,0
2025-11-02T19:39:54.967777,cam_1_video1,4,34,1,0,3,38,0.6196557879447937,450.9260654449463,GREEN,HIGH,30
