timestamp,source_id,frame_number,car_count,motorcycle_count,truck_count,bus_count,total_count,confidence_score,processing_time_ms
2025-11-01T21:40:54.687928,camera_1_video1,0,26,0,1,3,30,0.6704539060592651,349.454402923584
2025-11-01T21:40:54.762886,camera_2_video2,0,0,0,0,0,0,0.0,222.1992015838623
2025-11-01T21:40:54.831559,camera_1_video1,1,25,0,1,2,28,0.689533531665802,95.00360488891602
2025-11-01T21:40:54.895177,camera_2_video2,1,0,0,0,0,0,0.0,83.6937427520752
2025-11-01T21:40:54.971426,camera_1_video1,2,26,0,3,2,31,0.6634622812271118,95.36886215209961
2025-11-01T21:40:55.035981,camera_2_video2,2,0,0,0,0,0,0.0,96.94314002990723
2025-11-01T21:40:55.101724,camera_1_video1,3,28,0,2,3,33,0.630630612373352,79.85877990722656
2025-11-01T21:40:55.166364,camera_2_video2,3,0,0,0,0,0,0.0,82.36956596374512
2025-11-01T21:40:55.238179,camera_1_video1,4,34,0,1,3,38,0.6196557879447937,85.85715293884277
2025-11-01T21:40:55.301870,camera_2_video2,4,0,0,0,0,0,0.0,85.2363109588623
2025-11-01T21:40:55.364875,camera_1_video1,5,27,0,1,2,30,0.6583166122436523,80.4131031036377
2025-11-01T21:40:55.426726,camera_2_video2,5,0,0,0,0,0,0.0,79.98156547546387
2025-11-01T21:40:55.508899,camera_1_video1,6,26,0,1,5,32,0.6309648752212524,97.12719917297363
2025-11-01T21:40:55.585775,camera_2_video2,6,1,0,0,0,1,0.48724856972694397,113.55113983154297
2025-11-01T21:40:55.660763,camera_1_video1,7,25,0,3,2,30,0.6648351550102234,103.10125350952148
2025-11-01T21:40:55.722530,camera_2_video2,7,1,0,0,0,1,0.601392388343811,87.95666694641113
2025-11-01T21:40:55.792873,camera_1_video1,8,27,0,2,6,35,0.5943301916122437,82.37481117248535
2025-11-01T21:40:55.848302,camera_2_video2,8,1,0,0,0,1,0.6522853374481201,83.4968090057373
2025-11-01T21:40:55.914846,camera_1_video1,9,29,0,1,2,32,0.649172306060791,78.75585556030273
2025-11-01T21:40:55.967011,camera_2_video2,9,1,0,0,0,1,0.5059232115745544,72.46994972229004
2025-11-01T21:40:56.036175,camera_1_video1,10,27,0,2,2,31,0.656035840511322,79.1935920715332
2025-11-01T21:40:56.096775,camera_2_video2,10,0,0,0,0,0,0.0,80.89852333068848
2025-11-01T21:40:56.163337,camera_1_video1,11,29,0,2,2,33,0.6722239255905151,76.58863067626953
2025-11-01T21:40:56.220341,camera_2_video2,11,0,0,0,0,0,0.0,77.73160934448242
2025-11-01T21:40:56.302991,camera_1_video1,12,26,0,1,3,30,0.6764843463897705,94.08068656921387
2025-11-01T21:40:56.375328,camera_2_video2,12,0,0,0,0,0,0.0,108.64543914794922
2025-11-01T21:40:56.439072,camera_1_video1,13,30,0,2,3,35,0.6614091992378235,86.31587028503418
2025-11-01T21:40:56.499222,camera_2_video2,13,0,0,0,0,0,0.0,76.70712471008301
2025-11-01T21:40:56.563967,camera_1_video1,14,26,0,2,1,29,0.6847964525222778,72.94940948486328
2025-11-01T21:40:56.618503,camera_2_video2,14,0,0,0,0,0,0.0,72.59082794189453
2025-11-01T21:40:56.688121,camera_1_video1,15,25,0,2,2,29,0.7062395215034485,84.2437744140625
2025-11-01T21:40:56.747038,camera_2_video2,15,0,0,0,0,0,0.0,82.4894905090332
2025-11-01T21:40:56.809432,camera_1_video1,16,26,0,2,1,29,0.7120231986045837,76.52497291564941
2025-11-01T21:40:56.872679,camera_2_video2,16,0,0,0,0,0,0.0,81.3758373260498
2025-11-01T21:40:56.937100,camera_1_video1,17,25,1,2,1,29,0.6700008511543274,80.67655563354492
2025-11-01T21:40:56.996494,camera_2_video2,17,0,0,0,0,0,0.0,78.96018028259277
2025-11-01T21:40:57.076049,camera_1_video1,18,32,0,2,2,36,0.6167625784873962,94.00463104248047
2025-11-01T21:40:57.132760,camera_2_video2,18,0,0,0,0,0,0.0,89.91360664367676
2025-11-01T21:40:57.199467,camera_1_video1,19,28,0,4,2,34,0.6246256232261658,78.57012748718262
2025-11-01T21:40:57.255982,camera_2_video2,19,0,0,0,0,0,0.0,80.69777488708496
2025-11-01T21:40:57.322926,camera_1_video1,20,26,0,1,1,28,0.6758111119270325,76.96747779846191
2025-11-01T21:40:57.379739,camera_2_video2,20,0,0,0,0,0,0.0,84.01155471801758
2025-11-01T21:40:57.452410,camera_1_video1,21,27,0,2,1,30,0.6487232446670532,82.79776573181152
2025-11-01T21:40:57.513313,camera_2_video2,21,0,0,0,0,0,0.0,85.11996269226074
2025-11-01T21:40:57.592310,camera_1_video1,22,26,0,1,2,29,0.6330643892288208,93.15872192382812
2025-11-01T21:40:57.648412,camera_2_video2,22,0,0,0,0,0,0.0,88.69004249572754
2025-11-01T21:40:57.727128,camera_1_video1,23,27,0,2,5,34,0.6327273845672607,88.74177932739258
2025-11-01T21:40:57.787354,camera_2_video2,23,0,0,0,0,0,0.0,95.1077938079834
2025-11-01T21:40:57.859135,camera_1_video1,24,30,0,1,2,33,0.6003912091255188,87.81695365905762
2025-11-01T21:40:57.914998,camera_2_video2,24,0,0,0,0,0,0.0,81.92157745361328
