timestamp,source_id,frame_number,car_count,motorcycle_count,truck_count,bus_count,total_count,confidence_score,processing_time_ms,traffic_signal_status,traffic_density_status,green_time_seconds
2025-11-02T19:40:58.523211,cam_1_video1,112,33,3,0,0,36,0.6474634408950806,476.83143615722656,GREEN,HIGH,30
2025-11-02T19:40:58.788587,cam_2_video2,112,1,0,0,0,1,0.4738869071006775,485.0890636444092,RED,LOW,0
2025-11-02T19:40:59.092630,cam_1_video1,113,31,0,0,1,32,0.6878879070281982,494.66705322265625,GREEN,HIGH,30
2025-11-02T19:40:59.370259,cam_2_video2,113,1,0,0,0,1,0.4397525191307068,502.9335021972656,RED,LOW,0
2025-11-02T19:40:59.674425,cam_1_video1,114,32,0,0,1,33,0.7263194918632507,498.7788200378418,GREEN,HIGH,30
2025-11-02T19:40:59.981757,cam_2_video2,114,1,0,0,0,1,0.43971458077430725,535.4762077331543,RED,LOW,0
2025-11-02T19:41:00.345969,cam_1_video1,115,31,0,0,2,33,0.7197032570838928,590.7397270202637,GREEN,HIGH,30
2025-11-02T19:41:00.620556,cam_2_video2,115,1,0,0,0,1,0.4617651104927063,555.4153919219971,RED,LOW,0
2025-11-02T19:41:00.913017,cam_1_video1,116,34,0,0,2,36,0.6619325280189514,489.7465705871582,GREEN,HIGH,30
2025-11-02T19:41:01.208601,cam_2_video2,116,1,0,0,0,1,0.26989811658859253,516.6587829589844,RED,LOW,0
2025-11-02T19:41:01.486598,cam_1_video1,117,29,1,0,3,33,0.6900273561477661,499.25875663757324,GREEN,HIGH,30
2025-11-02T19:41:01.724304,cam_2_video2,117,2,0,0,0,2,0.4554971754550934,438.56358528137207,RED,LOW,0
2025-11-02T19:41:02.078452,cam_1_video1,118,34,1,0,1,36,0.6694309711456299,514.4097805023193,GREEN,HIGH,30
2025-11-02T19:41:02.410570,cam_2_video2,118,1,0,0,0,1,0.40168291330337524,587.2724056243896,RED,LOW,0
2025-11-02T19:41:02.659330,cam_1_video1,119,36,1,0,1,38,0.6641862392425537,488.7259006500244,GREEN,HIGH,30
2025-11-02T19:41:02.901230,cam_2_video2,119,1,0,0,0,1,0.2611035704612732,415.1766300201416,RED,LOW,0
2025-11-02T19:41:03.203373,cam_1_video1,120,35,1,0,1,37,0.6738331913948059,475.872278213501,GREEN,HIGH,30
2025-11-02T19:41:03.437303,cam_2_video2,120,1,0,0,0,1,0.3553164601325989,469.2351818084717,RED,LOW,0
