timestamp,source_id,frame_number,car_count,motorcycle_count,truck_count,bus_count,total_count,confidence_score,processing_time_ms
2025-11-01T21:41:08.027385,camera_2_video2,69,0,0,0,0,0,0.0,530.2655696868896
2025-11-01T21:41:08.259314,camera_1_video1,70,36,0,1,0,37,0.6902596950531006,476.00603103637695
2025-11-01T21:41:08.389755,camera_2_video2,70,0,0,0,0,0,0.0,305.41491508483887
2025-11-01T21:41:08.578208,camera_1_video1,71,44,0,2,1,47,0.6030851602554321,260.4811191558838
2025-11-01T21:41:08.720013,camera_2_video2,71,1,0,0,0,1,0.6886844635009766,275.44116973876953
2025-11-01T21:41:08.918610,camera_1_video1,72,37,0,2,1,40,0.6504386067390442,277.12416648864746
2025-11-01T21:41:09.068719,camera_2_video2,72,0,0,0,0,0,0.0,296.95963859558105
2025-11-01T21:41:09.242433,camera_1_video1,73,39,0,1,1,41,0.6654233932495117,268.44120025634766
2025-11-01T21:41:09.418162,camera_2_video2,73,0,0,0,0,0,0.0,296.74530029296875
2025-11-01T21:41:09.610591,camera_1_video1,74,36,0,0,0,36,0.6919123530387878,317.64912605285645
2025-11-01T21:41:09.760204,camera_2_video2,74,0,0,0,0,0,0.0,284.38258171081543
2025-11-01T21:41:09.956882,camera_1_video1,75,34,0,0,2,36,0.6774102449417114,299.9310493469238
2025-11-01T21:41:10.028678,camera_2_video2,75,0,0,0,0,0,0.0,219.95067596435547
2025-11-01T21:41:10.134890,camera_1_video1,76,33,0,2,0,35,0.6893411874771118,132.28273391723633
2025-11-01T21:41:10.268761,camera_2_video2,76,0,0,0,0,0,0.0,191.65968894958496
2025-11-01T21:41:10.367970,camera_1_video1,77,40,0,4,0,44,0.5954836010932922,179.34274673461914
2025-11-01T21:41:10.452818,camera_2_video2,77,0,0,0,0,0,0.0,135.15639305114746
2025-11-01T21:41:10.619583,camera_1_video1,78,39,0,1,0,40,0.6343145370483398,205.54208755493164
2025-11-01T21:41:10.763043,camera_2_video2,78,0,0,0,0,0,0.0,264.15348052978516
2025-11-01T21:41:10.944682,camera_1_video1,79,40,0,2,0,42,0.6218747496604919,268.6922550201416
2025-11-01T21:41:11.069993,camera_2_video2,79,0,0,0,0,0,0.0,248.66700172424316
2025-11-01T21:41:11.195493,camera_1_video1,80,33,0,3,0,36,0.6661663055419922,198.0137825012207
2025-11-01T21:41:11.304688,camera_2_video2,80,0,0,0,0,0,0.0,185.9300136566162
2025-11-01T21:41:11.422019,camera_1_video1,81,39,0,2,0,41,0.622481107711792,173.9363670349121
2025-11-01T21:41:11.528466,camera_2_video2,81,0,0,0,0,0,0.0,173.140287399292
2025-11-01T21:41:11.637807,camera_1_video1,82,34,0,1,0,35,0.6517137289047241,169.95716094970703
2025-11-01T21:41:11.732398,camera_2_video2,82,0,0,0,0,0,0.0,151.641845703125
2025-11-01T21:41:11.857278,camera_1_video1,83,38,0,1,0,39,0.6180716156959534,170.96567153930664
2025-11-01T21:41:11.946784,camera_2_video2,83,0,0,0,0,0,0.0,164.31736946105957
2025-11-01T21:41:12.043771,camera_1_video1,84,37,0,1,0,38,0.6321290135383606,138.045072555542
2025-11-01T21:41:12.122603,camera_2_video2,84,0,0,0,0,0,0.0,129.3051242828369
2025-11-01T21:41:12.236866,camera_1_video1,85,36,0,2,0,38,0.6372981071472168,142.4729824066162
2025-11-01T21:41:12.330842,camera_2_video2,85,1,0,0,0,1,0.8321292400360107,159.59763526916504
2025-11-01T21:41:12.441911,camera_1_video1,86,34,0,1,0,35,0.679824948310852,159.45935249328613
2025-11-01T21:41:12.533345,camera_2_video2,86,2,0,0,0,2,0.5805200934410095,154.06060218811035
2025-11-01T21:41:12.618169,camera_1_video1,87,32,0,0,1,33,0.6666861772537231,131.78181648254395
2025-11-01T21:41:12.703151,camera_2_video2,87,2,1,0,0,3,0.3629283010959625,125.24652481079102
2025-11-01T21:41:12.814478,camera_1_video1,88,36,0,1,1,38,0.6054862141609192,151.63874626159668
