timestamp,source_id,frame_number,car_count,motorcycle_count,truck_count,bus_count,total_count,confidence_score,processing_time_ms
2025-11-01T21:58:28.477408,camera_2_video2,49,0,0,0,0,0,0.0,175.4777431488037
2025-11-01T21:58:28.614115,camera_1_video1,50,30,0,3,0,33,0.6352063417434692,185.50777435302734
2025-11-01T21:58:28.710182,camera_2_video2,50,0,0,0,0,0,0.0,180.7713508605957
2025-11-01T21:58:28.859938,camera_1_video1,51,34,0,3,0,37,0.6108109354972839,199.80955123901367
2025-11-01T21:58:28.958809,camera_2_video2,51,0,0,0,0,0,0.0,196.03681564331055
2025-11-01T21:58:29.071605,camera_1_video1,52,39,0,3,0,42,0.6173658967018127,161.2873077392578
2025-11-01T21:58:29.159817,camera_2_video2,52,0,0,0,0,0,0.0,154.94155883789062
2025-11-01T21:58:29.292833,camera_1_video1,53,41,0,1,0,42,0.6314705610275269,172.86920547485352
2025-11-01T21:58:29.369987,camera_2_video2,53,0,0,0,0,0,0.0,161.50808334350586
2025-11-01T21:58:29.474696,camera_1_video1,54,35,0,1,0,36,0.6584611535072327,134.80401039123535
2025-11-01T21:58:29.575661,camera_2_video2,54,0,0,0,0,0,0.0,155.0297737121582
2025-11-01T21:58:29.688932,camera_1_video1,55,34,0,1,0,35,0.6406517028808594,165.77506065368652
2025-11-01T21:58:29.783378,camera_2_video2,55,0,0,0,0,0,0.0,159.04831886291504
2025-11-01T21:58:29.867091,camera_1_video1,56,30,0,1,0,31,0.6754111647605896,128.15093994140625
2025-11-01T21:58:29.957494,camera_2_video2,56,0,0,0,0,0,0.0,127.08067893981934
2025-11-01T21:58:30.065511,camera_1_video1,57,28,0,1,0,29,0.7036304473876953,150.05254745483398
2025-11-01T21:58:30.159391,camera_2_video2,57,1,0,0,0,1,0.3442811369895935,153.8536548614502
2025-11-01T21:58:30.272544,camera_1_video1,58,30,0,2,0,32,0.6596051454544067,161.03076934814453
2025-11-01T21:58:30.357128,camera_2_video2,58,0,0,0,0,0,0.0,147.11570739746094
2025-11-01T21:58:30.477584,camera_1_video1,59,27,0,1,0,28,0.6849689483642578,155.04741668701172
2025-11-01T21:58:30.605287,camera_2_video2,59,0,0,0,0,0,0.0,197.88265228271484
2025-11-01T21:58:30.827275,camera_1_video1,60,28,0,1,0,29,0.6956992149353027,293.0493354797363
2025-11-01T21:58:30.981382,camera_2_video2,60,1,0,0,0,1,0.25247323513031006,319.9937343597412
2025-11-01T21:58:31.145625,camera_1_video1,61,33,0,2,0,35,0.6369393467903137,263.0925178527832
2025-11-01T21:58:31.365884,camera_2_video2,61,1,0,0,0,1,0.3098362982273102,333.6446285247803
2025-11-01T21:58:31.619654,camera_1_video1,62,33,0,1,1,35,0.6611371040344238,419.21234130859375
2025-11-01T21:58:31.798234,camera_2_video2,62,0,0,0,0,0,0.0,381.5765380859375
2025-11-01T21:58:32.004417,camera_1_video1,63,37,0,2,0,39,0.6496390104293823,331.6528797149658
2025-11-01T21:58:32.136106,camera_2_video2,63,2,0,0,0,2,0.5911446809768677,289.5689010620117
2025-11-01T21:58:32.273441,camera_1_video1,64,35,0,1,0,36,0.6657707691192627,222.2609519958496
2025-11-01T21:58:32.376583,camera_2_video2,64,2,0,0,0,2,0.47004836797714233,187.70813941955566
2025-11-01T21:58:32.502947,camera_1_video1,65,36,0,1,0,37,0.6667760610580444,180.10950088500977
2025-11-01T21:58:32.591844,camera_2_video2,65,1,0,0,0,1,0.33090677857398987,165.6785011291504
2025-11-01T21:58:32.683897,camera_1_video1,66,31,0,1,0,32,0.7139753699302673,128.18074226379395
2025-11-01T21:58:32.764108,camera_2_video2,66,0,0,0,0,0,0.0,124.43137168884277
2025-11-01T21:58:32.865738,camera_1_video1,67,31,0,1,0,32,0.7035815119743347,131.11162185668945
2025-11-01T21:58:32.961105,camera_2_video2,67,0,0,0,0,0,0.0,148.1764316558838
2025-11-01T21:58:33.066119,camera_1_video1,68,37,0,1,0,38,0.6728232502937317,149.491548538208
2025-11-01T21:58:33.158147,camera_2_video2,68,1,0,0,0,1,0.5338677763938904,148.70333671569824
2025-11-01T21:58:33.266351,camera_1_video1,69,38,0,1,0,39,0.657302737236023,150.2668857574463
2025-11-01T21:58:33.353553,camera_2_video2,69,0,0,0,0,0,0.0,147.3369598388672
2025-11-01T21:58:33.442279,camera_1_video1,70,36,0,1,0,37,0.6902596950531006,127.54988670349121
2025-11-01T21:58:33.529571,camera_2_video2,70,0,0,0,0,0,0.0,127.63047218322754
2025-11-01T21:58:33.649305,camera_1_video1,71,44,0,2,1,47,0.6030851602554321,160.1734161376953
