timestamp,source_id,frame_number,car_count,motorcycle_count,truck_count,bus_count,total_count,confidence_score,processing_time_ms,traffic_signal_status,traffic_density_status,green_time_seconds
2025-11-02T19:41:03.701372,cam_1_video1,121,33,1,0,1,35,0.6722353100776672,429.26502227783203,GREEN,HIGH,30
2025-11-02T19:41:03.968686,cam_2_video2,121,1,0,0,0,1,0.43327027559280396,462.9096984863281,RED,LOW,0
2025-11-02T19:41:04.272273,cam_1_video1,122,34,1,0,1,36,0.6504552364349365,490.8595085144043,GREEN,HIGH,30
2025-11-02T19:41:04.538931,cam_2_video2,122,0,0,0,0,0,0.0,496.7176914215088,RED,LOW,0
2025-11-02T19:41:04.880527,cam_1_video1,123,34,1,0,2,37,0.6564400792121887,524.6071815490723,GREEN,HIGH,30
2025-11-02T19:41:05.166407,cam_2_video2,123,1,0,0,0,1,0.42700982093811035,552.8676509857178,RED,LOW,0
2025-11-02T19:41:05.533563,cam_1_video1,124,31,1,0,1,33,0.717029333114624,582.2434425354004,GREEN,HIGH,30
2025-11-02T19:41:05.810421,cam_2_video2,124,1,0,0,0,1,0.2636183202266693,550.6594181060791,RED,LOW,0
2025-11-02T19:41:06.107179,cam_1_video1,125,31,1,0,1,33,0.7242757081985474,497.8668689727783,GREEN,HIGH,30
2025-11-02T19:41:06.390375,cam_2_video2,125,1,0,0,0,1,0.3652346730232239,506.1838626861572,RED,LOW,0
2025-11-02T19:41:06.643737,cam_1_video1,126,35,1,0,1,37,0.6825889945030212,450.4835605621338,GREEN,HIGH,30
2025-11-02T19:41:06.901937,cam_2_video2,126,1,0,0,0,1,0.4359540641307831,443.23205947875977,RED,LOW,0
2025-11-02T19:41:07.283193,cam_1_video1,127,29,1,0,0,30,0.7486584782600403,553.8520812988281,GREEN,HIGH,30
2025-11-02T19:41:07.623975,cam_2_video2,127,1,0,0,0,1,0.413690984249115,650.3491401672363,RED,LOW,0
2025-11-02T19:41:07.881283,cam_1_video1,128,33,1,0,0,34,0.7005282640457153,527.6451110839844,GREEN,HIGH,30
2025-11-02T19:41:08.115149,cam_2_video2,128,1,0,0,0,1,0.42476627230644226,408.88500213623047,RED,LOW,0
2025-11-02T19:41:08.388224,cam_1_video1,129,28,1,0,0,29,0.7142719626426697,437.6568794250488,GREEN,HIGH,30
2025-11-02T19:41:08.645595,cam_2_video2,129,1,0,0,0,1,0.36258020997047424,464.51759338378906,RED,LOW,0
