timestamp,source_id,frame_number,car_count,motorcycle_count,truck_count,bus_count,total_count,confidence_score,processing_time_ms,traffic_signal_status,traffic_density_status,green_time_seconds
2025-11-02T21:26:58.922141,cam_4_v4,43,0,0,0,0,0,0.0,313.04049491882324,RED,LOW,0
2025-11-02T21:26:58.986788,cam_3_v3,43,19,2,0,0,21,0.8387695550918579,315.3042793273926,RED,HIGH,0
2025-11-02T21:26:59.140692,cam_1_v1,43,8,0,0,0,8,0.6911741495132446,318.18652153015137,RED,MEDIUM,0
2025-11-02T21:26:59.234683,cam_2_v2,43,5,1,0,2,8,0.8392605781555176,332.8108787536621,GREEN,MEDIUM,30
2025-11-02T21:26:59.331916,cam_4_v4,44,0,0,0,0,0,0.0,347.13077545166016,RED,LOW,0
2025-11-02T21:26:59.388616,cam_3_v3,44,19,2,0,0,21,0.8316876292228699,322.83639907836914,RED,HIGH,0
2025-11-02T21:26:59.537590,cam_1_v1,44,8,0,0,0,8,0.722098171710968,349.3235111236572,RED,MEDIUM,0
2025-11-02T21:26:59.635614,cam_2_v2,44,5,1,0,2,8,0.7895324230194092,342.28014945983887,GREEN,MEDIUM,30
2025-11-02T21:26:59.735589,cam_4_v4,45,0,0,0,0,0,0.0,348.97732734680176,RED,LOW,0
2025-11-02T21:26:59.795378,cam_3_v3,45,20,2,0,0,22,0.8148006200790405,318.1936740875244,RED,HIGH,0
2025-11-02T21:26:59.907911,cam_1_v1,45,8,0,0,0,8,0.6370944976806641,314.68772888183594,RED,MEDIUM,0
2025-11-02T21:26:59.976085,cam_2_v2,45,5,1,0,2,8,0.8233839869499207,288.942813873291,GREEN,MEDIUM,30
2025-11-02T21:27:00.035808,cam_4_v4,46,0,0,0,0,0,0.0,242.43569374084473,RED,LOW,0
2025-11-02T21:27:00.096441,cam_3_v3,46,19,2,0,0,21,0.8375887274742126,214.70999717712402,RED,HIGH,0
2025-11-02T21:27:00.226847,cam_1_v1,46,11,0,0,0,11,0.6314621567726135,264.27197456359863,RED,MEDIUM,0
2025-11-02T21:27:00.303795,cam_2_v2,46,4,2,0,3,9,0.7070582509040833,269.9911594390869,RED,MEDIUM,0
2025-11-02T21:27:00.388569,cam_4_v4,47,0,0,0,0,0,0.0,302.4141788482666,RED,LOW,0
2025-11-02T21:27:00.447585,cam_3_v3,47,19,2,0,0,21,0.8413727879524231,263.1502151489258,GREEN,HIGH,30
2025-11-02T21:27:00.574983,cam_1_v1,47,10,0,0,0,10,0.7095953822135925,287.3368263244629,RED,MEDIUM,0
2025-11-02T21:27:00.678879,cam_2_v2,47,5,1,0,2,8,0.7767588496208191,320.48869132995605,RED,MEDIUM,0
2025-11-02T21:27:00.785221,cam_4_v4,48,0,0,0,0,0,0.0,347.8116989135742,RED,LOW,0
2025-11-02T21:27:00.847275,cam_3_v3,48,18,4,0,0,22,0.7921321988105774,324.99098777770996,GREEN,HIGH,30
2025-11-02T21:27:00.992562,cam_1_v1,48,13,0,0,0,13,0.6350335478782654,363.56329917907715,RED,MEDIUM,0
2025-11-02T21:27:01.085353,cam_2_v2,48,5,1,0,2,8,0.773884654045105,358.28614234924316,RED,MEDIUM,0
2025-11-02T21:27:01.152075,cam_4_v4,49,0,0,0,0,0,0.0,318.92919540405273,RED,LOW,0
2025-11-02T21:27:01.207597,cam_3_v3,49,19,3,0,0,22,0.7948890924453735,277.51994132995605,GREEN,HIGH,30
2025-11-02T21:27:01.360101,cam_1_v1,49,12,0,0,0,12,0.6251141428947449,312.99591064453125,RED,MEDIUM,0
2025-11-02T21:27:01.460993,cam_2_v2,49,3,1,0,2,6,0.799051821231842,329.04767990112305,RED,MEDIUM,0
2025-11-02T21:27:01.521688,cam_4_v4,50,0,0,0,0,0,0.0,306.98156356811523,RED,LOW,0
2025-11-02T21:27:01.583809,cam_3_v3,50,21,3,0,0,24,0.7584090232849121,294.47174072265625,GREEN,HIGH,30
2025-11-02T21:27:01.705217,cam_1_v1,50,10,0,0,0,10,0.6167055368423462,294.68703269958496,RED,MEDIUM,0
2025-11-02T21:27:01.776027,cam_2_v2,50,3,1,0,2,6,0.764086902141571,266.10422134399414,RED,MEDIUM,0
2025-11-02T21:27:01.838487,cam_4_v4,51,0,0,0,0,0,0.0,264.19734954833984,RED,LOW,0
2025-11-02T21:27:01.904495,cam_3_v3,51,22,4,0,0,26,0.738168478012085,235.55231094360352,GREEN,HIGH,30
2025-11-02T21:27:02.006056,cam_1_v1,51,13,0,0,0,13,0.6841445565223694,246.2019920349121,RED,MEDIUM,0
2025-11-02T21:27:02.080330,cam_2_v2,51,3,1,0,2,6,0.8483774065971375,253.61108779907227,RED,MEDIUM,0
2025-11-02T21:27:02.147665,cam_4_v4,52,0,0,0,0,0,0.0,259.2000961303711,RED,LOW,0
2025-11-02T21:27:02.207327,cam_3_v3,52,21,3,0,0,24,0.7736011147499084,217.4363136291504,GREEN,HIGH,30
2025-11-02T21:27:02.298485,cam_1_v1,52,12,0,0,0,12,0.666743814945221,242.51818656921387,RED,MEDIUM,0
2025-11-02T21:27:02.365772,cam_2_v2,52,3,1,0,2,6,0.9016766548156738,228.40380668640137,RED,MEDIUM,0
2025-11-02T21:27:02.421020,cam_4_v4,53,0,0,0,0,0,0.0,221.9221591949463,RED,LOW,0
2025-11-02T21:27:02.487160,cam_3_v3,53,21,4,0,0,25,0.7471469044685364,200.6204128265381,GREEN,HIGH,30
2025-11-02T21:27:02.606324,cam_1_v1,53,13,0,0,0,13,0.6611989140510559,254.84156608581543,RED,MEDIUM,0
2025-11-02T21:27:02.673224,cam_2_v2,53,5,1,0,2,8,0.7642439603805542,256.2124729156494,RED,MEDIUM,0
2025-11-02T21:27:02.738010,cam_4_v4,54,0,0,0,0,0,0.0,262.87364959716797,RED,LOW,0
2025-11-02T21:27:02.800852,cam_3_v3,54,21,4,0,0,25,0.7654648423194885,236.79804801940918,GREEN,HIGH,30
2025-11-02T21:27:02.893820,cam_1_v1,54,11,0,0,0,11,0.702022135257721,238.74640464782715,RED,MEDIUM,0
2025-11-02T21:27:02.948675,cam_2_v2,54,4,1,0,2,7,0.7878932356834412,220.6878662109375,RED,MEDIUM,0
2025-11-02T21:27:03.003159,cam_4_v4,55,0,0,0,0,0,0.0,217.55242347717285,RED,LOW,0
2025-11-02T21:27:03.067977,cam_3_v3,55,21,3,0,0,24,0.7844144701957703,180.2694797515869,GREEN,HIGH,30
