timestamp,source_id,frame_number,car_count,motorcycle_count,truck_count,bus_count,total_count,confidence_score,processing_time_ms,traffic_signal_status,traffic_density_status,green_time_seconds
2025-11-02T19:40:16.553267,cam_1_video1,40,25,2,0,1,28,0.660213828086853,434.07416343688965,GREEN,HIGH,30
2025-11-02T19:40:16.845020,cam_2_video2,40,0,0,0,0,0,0.0,496.26708030700684,RED,LOW,0
2025-11-02T19:40:17.152306,cam_1_video1,41,31,2,0,0,33,0.624485194683075,516.0684585571289,GREEN,HIGH,30
2025-11-02T19:40:17.432497,cam_2_video2,41,0,0,0,0,0,0.0,510.5409622192383,RED,LOW,0
2025-11-02T19:40:17.775665,cam_1_video1,42,25,2,0,0,27,0.731512725353241,539.9117469787598,GREEN,HIGH,30
2025-11-02T19:40:18.086117,cam_2_video2,42,0,0,0,0,0,0.0,577.5997638702393,RED,LOW,0
2025-11-02T19:40:18.382175,cam_1_video1,43,28,2,0,0,30,0.6579020619392395,522.9651927947998,GREEN,HIGH,30
2025-11-02T19:40:18.650222,cam_2_video2,43,0,0,0,0,0,0.0,489.31097984313965,RED,LOW,0
2025-11-02T19:40:18.957801,cam_1_video1,44,28,2,0,0,30,0.6890328526496887,496.05798721313477,GREEN,HIGH,30
2025-11-02T19:40:19.205425,cam_2_video2,44,0,0,0,0,0,0.0,484.87019538879395,RED,LOW,0
2025-11-02T19:40:19.510176,cam_1_video1,45,32,1,0,1,34,0.6504448056221008,472.16176986694336,GREEN,HIGH,30
2025-11-02T19:40:19.805912,cam_2_video2,45,0,0,0,0,0,0.0,529.6812057495117,GREEN,LOW,30
2025-11-02T19:40:20.195774,cam_1_video1,46,33,2,0,0,35,0.6464279294013977,606.8177223205566,RED,HIGH,0
2025-11-02T19:40:20.541599,cam_2_video2,46,0,0,0,0,0,0.0,664.2911434173584,GREEN,LOW,30
2025-11-02T19:40:20.844168,cam_1_video1,47,32,3,0,1,36,0.6070478558540344,577.7747631072998,RED,HIGH,0
2025-11-02T19:40:21.085581,cam_2_video2,47,0,0,0,0,0,0.0,458.6949348449707,GREEN,LOW,30
2025-11-02T19:40:21.369848,cam_1_video1,48,32,3,0,1,36,0.6116626262664795,454.84375953674316,RED,HIGH,0
2025-11-02T19:40:21.629478,cam_2_video2,48,0,0,0,0,0,0.0,479.32887077331543,GREEN,LOW,30
