timestamp,source_id,frame_number,car_count,motorcycle_count,truck_count,bus_count,total_count,confidence_score,processing_time_ms
2025-11-01T21:58:54.478625,camera_1_video1,162,44,0,0,1,45,0.6438243985176086,141.5696144104004
2025-11-01T21:58:54.583505,camera_2_video2,162,1,0,0,0,1,0.4598332345485687,163.33460807800293
2025-11-01T21:58:54.712942,camera_1_video1,163,38,0,0,1,39,0.6779665946960449,185.84227561950684
2025-11-01T21:58:54.787839,camera_2_video2,163,1,0,0,0,1,0.34681767225265503,155.67421913146973
2025-11-01T21:58:54.919211,camera_1_video1,164,39,0,2,1,42,0.6789536476135254,159.67512130737305
2025-11-01T21:58:55.007242,camera_2_video2,164,2,0,0,0,2,0.41894710063934326,169.33441162109375
2025-11-01T21:58:55.118533,camera_1_video1,165,40,0,1,3,44,0.6514194011688232,149.7325897216797
2025-11-01T21:58:55.205059,camera_2_video2,165,1,0,0,0,1,0.3902410864830017,151.11374855041504
2025-11-01T21:58:55.289433,camera_1_video1,166,35,0,1,1,37,0.7184551358222961,124.42779541015625
2025-11-01T21:58:55.373605,camera_2_video2,166,1,0,0,0,1,0.4716421961784363,122.09939956665039
2025-11-01T21:58:55.482927,camera_1_video1,167,40,0,1,0,41,0.7023854851722717,147.674560546875
2025-11-01T21:58:55.569922,camera_2_video2,167,1,0,0,0,1,0.45155027508735657,141.4656639099121
2025-11-01T21:58:55.658773,camera_1_video1,168,42,0,1,0,43,0.6737205386161804,128.7076473236084
2025-11-01T21:58:55.741729,camera_2_video2,168,1,0,0,0,1,0.4415905773639679,127.25400924682617
2025-11-01T21:58:55.830645,camera_1_video1,169,41,0,1,0,42,0.686721920967102,127.24137306213379
2025-11-01T21:58:55.915579,camera_2_video2,169,1,0,0,0,1,0.4335417151451111,125.23531913757324
2025-11-01T21:58:56.022651,camera_1_video1,170,40,0,1,1,42,0.6620870232582092,145.48850059509277
2025-11-01T21:58:56.115576,camera_2_video2,170,1,0,0,0,1,0.43505656719207764,155.56979179382324
2025-11-01T21:58:56.196239,camera_1_video1,171,38,0,1,0,39,0.6609224081039429,127.02608108520508
2025-11-01T21:58:56.313243,camera_2_video2,171,1,0,0,0,1,0.4287276864051819,151.5641212463379
2025-11-01T21:58:56.452017,camera_1_video1,172,38,0,0,0,38,0.6832877993583679,207.66782760620117
2025-11-01T21:58:56.565071,camera_2_video2,172,1,0,0,0,1,0.43781834840774536,205.7328224182129
2025-11-01T21:58:56.767428,camera_1_video1,173,33,0,0,0,33,0.7256441116333008,270.9782123565674
